Org_Identifier,Org_FormalName,Project_Identifier,Project_Name,Project_QAPPApproved,Project_QAPPApprovalAgency,ProjectAttachment_FileName,ProjectAttachment_FileType,Location_Identifier,Location_Name,Location_Type,Location_Description,Location_State,Location_CountryName,Location_CountyName,Location_CountryCode,Location_StatePostalCode,Location_CountyCode,Location_HUCEightDigitCode,Location_HUCTwelveDigitCode,Location_TribalLandIndicator,Location_TribalLand,Location_Latitude,Location_Longitude,Location_HorzCoordReferenceSystemDatum,Location_LatitudeStandardized,Location_LongitudeStandardized,Location_HorzCoordStandardizedDatum,AlternateLocation_IdentifierCount,Activity_ActivityIdentifier,Activity_ActivityIdentifierUserSupplied,Activity_TypeCode,Activity_Media,Activity_MediaSubdivision,Activity_BottomDepthSamplingComponent,ActivityBiological_AssemblageSampled,ActivityBiological_ToxicityTestType,Activity_ConductingOrganization,Activity_Comment,ActivityLocation_Latitude,ActivityLocation_Longitude,ActivityLocation_HorzCoordReferenceSystemDatum,ActivityLocation_SourceMapScale,ActivityLocation_LatitudeStandardized,ActivityLocation_LongitudeStandardized,ActivityLocation_HorzCoordStandardizedDatum,ActivityLocation_HorzAccuracyMeasure,ActivityLocation_HorzAccuracyMeasureUnit,ActivityLocation_HorizontalAccuracyHorzCollectionMethod,ActivityLocation_Description,Activity_StartDate,Activity_StartTime,Activity_StartTimeZone,Activity_EndDate,Activity_EndTime,Activity_EndTimeZone,Activity_DepthHeightMeasure,Activity_DepthHeightMeasureUnit,Activity_BottomDepthAltitudeReferencePoint,Activity_ActivityRelativeDepth,Activity_TopDepthMeasure,Activity_TopDepthMeasureUnit,Activity_BottomDepthMeasure,Activity_BottomDepthMeasureUnit,SampleCollectionMethod_Identifier,SampleCollectionMethod_IdentifierContext,SampleCollectionMethod_Name,SampleCollectionMethod_QualifierTypeName,SampleCollectionMethod_Description,SampleCollectionMethod_EquipmentName,SampleCollectionMethod_EquipmentComment,SamplePrepMethod_Identifier,SamplePrepMethod_IdentifierContext,SamplePrepMethod_Name,SamplePrepMethod_QualifierType,SamplePrepMethod_Description,SamplePrepMethod_ContainerLabel,SamplePrepMethod_ContainerType,SamplePrepMethod_ContainerColor,SamplePrepMethod_ChemicalPreservativeUsed,SamplePrepMethod_ThermalPreservativeUsed,SamplePrepMethod_TransportStorageDescription,Activity_HydrologicCondition,Activity_HydrologicEvent,ActivityAttachment_FileName,ActivityAttachment_FileType,ActivityAttachment_FileDownload,Result_DataLoggerLine,Result_ResultDetectionCondition,Result_Characteristic,Result_CharacteristicUserSupplied,Result_CASNumber,Result_MethodSpeciation,Result_SampleFraction,ResultBiological_Intent,ResultBiological_IndividualIdentifier,ResultBiological_Taxon,ResultBiological_TaxonUserSupplied,ResultBiological_TaxonUserSuppliedReference,ResultBiological_UnidentifiedSpeciesIdentifier,ResultBiological_SampleTissueAnatomy,ResultBiological_GroupSummaryCount,GroupSummaryWeight_Measure,GroupSummaryWeight_MeasureUnit,ResultDepthHeight_Measure,ResultDepthHeight_MeasureUnit,ResultDepthHeight_AltitudeReferencePoint,ResultDepthHeight_SamplingPointName,ResultDepthHeight_SamplingPointType,ResultDepthHeight_SamplingPointPlaceInSeries,ResultDepthHeight_SamplingPointComment,ResultDepthHeight_RecordIdentifierUserSupplied,Result_MeasureIdentifier,Result_Measure,Result_MeasureUnit,Result_MeasureQualifierCode,Result_MeasureStatusIdentifier,Result_StatisticalBase,Result_StatisticalNValue,Result_MeasureType,Result_WeightBasis,Result_TimeBasis,Result_MeasureTemperatureBasis,Result_MeasureParticleSizeBasis,DataQuality_PrecisionValue,DataQuality_BiasValue,DataQuality_ConfidenceIntervalValue,DataQuality_UpperConfidenceLimitValue,DataQuality_LowerConfidenceLimitValue,DataQuality_ResultComment,DetectionLimit_TypeA,DetectionLimit_MeasureA,DetectionLimit_MeasureUnitA,DetectionLimit_CommentA,DetectionLimit_TypeB,DetectionLimit_MeasureB,DetectionLimit_MeasureUnitB,DetectionLimit_CommentB,LabInfo_LabSampleSplitRatio,LabInfo_LabAccreditationIndicator,LabInfo_LabAccreditationAuthority,LabInfo_TaxonAccreditationIndicator,LabInfo_TaxonAccreditationAuthority,ResultAnalyticalMethod_Identifier,ResultAnalyticalMethod_IdentifierContext,ResultAnalyticalMethod_Name,ResultAnalyticalMethod_QualifierType,ResultAnalyticalMethod_Description,Result_ComparableMethodIdentifier,Result_ComparableMethodIdentifierContext,Result_ComparableMethodModification,LabInfo_Name,LabInfo_AnalysisStartDate,LabInfo_AnalysisStartTime,LabInfo_AnalysisStartTimeZone,LabInfo_AnalysisEndDate,LabInfo_AnalysisEndTime,LabInfo_AnalysisEndTimeZone,LabInfo_LaboratoryComment,LabSamplePrepMethod_Identifier,LabSamplePrepMethod_IdentifierContext,LabSamplePrepMethod_Name,LabSamplePrepMethod_QualifierType,LabSamplePrepMethod_Description,LabSamplePrepMethod_StartDate,LabSamplePrepMethod_StartTime,LabSamplePrepMethod_StartTimeZone,LabSamplePrepMethod_EndDate,LabSamplePrepMethod_EndTime,LabSamplePrepMethod_EndTimeZone,LabSamplePrepMethod_DilutionFactor,ResultAttachment_FileName,ResultAttachment_FileType,ResultAttachment_FileDownload,ProviderName,Result_CharacteristicComparable,Result_CharacteristicGroup,Org_Type,LastChangeDate,USGSpcode,USGSSampleAquifer
USGS,U.S. Geological Survey,"[""USGS"",""0000100FT""]",,,,,,USGS-251154080471900,"CUTHBERT LAKE OUTLET NEAR FLAMINGO, FL",Stream,,Florida,United States of America,Miami-Dade County,US,FL,,03090202,030902021400,,,25.1983611111111,-80.7886666666667,NAD83,25.1983611111111,-80.7886666666667,NAD83,,605c55d7-9036-4dce-b85e-3382be2f0cc7,,"Sample - Routine, regular",Water,Surface water,,,,USGS - Florida Water Science Center,,,,,,,,,,,,,2020-09-03,12:37:00,EDT,,,,,,,,,,,,50,USDOI/USGS,Point sample,,Point / Grab: Point sample,Other,,,,,,,,,,,,,Not applicable,Not applicable,,,,,,Salinity,"Salinity, water, unfiltered",,,Unfiltered,,,,,,,,,,,,,,,,,,,0abb7a48-9fcd-46f9-ae5c-bf89dff05051,18,ppth,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-01-15,00480,
USGS,U.S. Geological Survey,"[""USGS"",""100FT""]",,,,,,USGS-250802081035500,"EAST SIDE CREEK NEAR LAKE INGRAHAM, FL",Stream,,Florida,United States of America,Monroe County,US,FL,,03090203,,,,25.1369694444444,-81.0643805555556,NAD83,25.1369694444444,-81.0643805555556,NAD83,,cbc307e2-85d5-4a47-a48f-d4f894feae56,,"Sample - Routine, regular",Water,Surface water,,,,USGS - Florida Water Science Center,,,,,,,,,,,,,2015-10-09,11:30:00,EDT,,,,,,,,,,,,50,USDOI/USGS,Point sample,,Point / Grab: Point sample,,,,,,,,,,,,,,Not applicable,Not applicable,,,,,,Salinity,"Salinity, water, unfiltered",,,Unfiltered,,,,,,,,,,,,,,,,,,,d194b5b2-0fd9-4e67-bcea-061e2ab70b4c,38,ppth,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-01-16,00480,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-251032080473400,"ALLIGATOR CREEK NEAR GARFIELD BIGHT, FL",Stream,,Florida,United States of America,Miami-Dade County,US,FL,,03090202,030902021400,,,25.1755555555556,-80.7927777777778,NAD83,25.1755555555556,-80.7927777777778,NAD83,,bb0c005a-eaec-4c2d-9e2d-44c476922ff4,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2014-08-18,12:00:00,EDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Salinity,"Salinity, water, unfiltered",,,Unfiltered,,,,,,,,,,,,,,,,,,,451379c3-198d-4f01-a639-03215a9656cd,33,ppth,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-01-15,00480,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-251032080473400,"ALLIGATOR CREEK NEAR GARFIELD BIGHT, FL",Stream,,Florida,United States of America,Miami-Dade County,US,FL,,03090202,030902021400,,,25.1755555555556,-80.7927777777778,NAD83,25.1755555555556,-80.7927777777778,NAD83,,3f644983-1523-42bb-920c-3d0fec5eb5fe,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2014-09-10,11:45:00,EDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Salinity,"Salinity, water, unfiltered",,,Unfiltered,,,,,,,,,,,,,,,,,,,50a73f6b-7eb4-4bb6-aeaf-2effef19a346,36,ppth,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-01-15,00480,
USGS,U.S. Geological Survey,"[""USGS"",""0000100FT""]",,,,,,USGS-251241080385301,G  -3764,Well,,Florida,United States of America,Miami-Dade County,US,FL,,03090202,030902021300,,,25.21,-80.6477777777778,NAD83,25.21,-80.6477777777778,NAD83,,3893b6ce-c1c5-4e01-8773-3fed200242c6,,"Sample - Routine, regular",Water,Groundwater,,,,USGS - Florida Water Science Center,,,,,,,,,,,,,2021-04-07,12:38:00,EDT,,,,,,,,,,,,4040,USDOI/USGS,Positive-pressure pumping,,Pump - positive displacement: Positive-pressure pumping,Centrifugal pump,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Salinity,"Salinity, water, unfiltered",,,Unfiltered,,,,,,,,,,,,,,,,,,,66da9c84-0b1a-46fc-b3d4-12bcf8bd1cc6,28,ppth,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-01-16,00480,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-253644081013001,MO  - 214,Well,,Florida,United States of America,Monroe County,US,FL,,03090202,030902021300,,,25.6122444444444,-81.02525,NAD83,25.6122444444444,-81.02525,NAD83,,5a6f9ad9-18f7-49fb-8f7e-c09056543a6f,,"Sample - Routine, regular",Water,Groundwater,,,,USGS - Florida Water Science Center,,,,,,,,,,,,,2017-08-22,17:40:00,EDT,,,,,,,,,,,,50,USDOI/USGS,Point sample,,Point / Grab: Point sample,Other,,,,,,,,,,,,,Not applicable,Not applicable,,,,,,Salinity,"Salinity, water, unfiltered",,,Unfiltered,,,,,,,,,,,,,,,,,,,d8858425-01fd-4a1a-869e-8eedca39e26b,8.2,ppth,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-01-15,00480,
USGS,U.S. Geological Survey,"[""USGS"",""0000100FT""]",,,,,,USGS-251152080370900,"EAST CREEK NEAR HOMESTEAD, FL",Stream,,Florida,United States of America,Miami-Dade County,US,FL,,03090202,030902021400,,,25.1982111111111,-80.6190944444444,NAD83,25.1982111111111,-80.6190944444444,NAD83,,c18eeb98-27b6-406d-8e8a-68396b135b23,,"Sample - Routine, regular",Water,Surface water,,,,USGS - Florida Water Science Center,,,,,,,,,,,,,2020-04-15,11:03:00,EDT,,,,,,,,,,,,50,USDOI/USGS,Point sample,,Point / Grab: Point sample,Other,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Salinity,"Salinity, water, unfiltered",,,Unfiltered,,,,,,,,,,,,,,,,,,,0e62188c-e9c0-4e93-9982-f7a576c487be,33,ppth,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-01-15,00480,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-251241080385301,G  -3764,Well,,Florida,United States of America,Miami-Dade County,US,FL,,03090202,030902021300,,,25.21,-80.6477777777778,NAD83,25.21,-80.6477777777778,NAD83,,86ad200f-1a06-4706-bb82-96f089d2f161,,"Sample - Routine, regular",Water,Groundwater,,,,USGS - Florida Water Science Center,,,,,,,,,,,,,2016-08-03,12:53:00,EDT,,,,,,,,,,,,4030,USDOI/USGS,Suction-lift pumping,,Pump - negative displacement: Suction-lift pumping,Peristaltic pump,,,,,,,,,,,,,Not applicable,Not applicable,,,,,,Salinity,"Salinity, water, unfiltered",,,Unfiltered,,,,,,,,,,,,,,,,,,,b43b99b3-9f5e-4811-92ed-3a7be95d8489,28,ppth,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-01-15,00480,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-251241080385301,G  -3764,Well,,Florida,United States of America,Miami-Dade County,US,FL,,03090202,030902021300,,,25.21,-80.6477777777778,NAD83,25.21,-80.6477777777778,NAD83,,950d3efb-3939-468c-9844-0cfbfa7287f1,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2012-03-07,11:31:00,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable,Not applicable,,,,,,Salinity,"Salinity, water, unfiltered",,,Unfiltered,,,,,,,,,,,,,,,,,,,33e45c68-e747-44bc-b6f6-ce4361ac813f,21,ppth,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-01-15,00480,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-250802081035500,"EAST SIDE CREEK NEAR LAKE INGRAHAM, FL",Stream,,Florida,United States of America,Monroe County,US,FL,,03090203,,,,25.1369694444444,-81.0643805555556,NAD83,25.1369694444444,-81.0643805555556,NAD83,,09af2b5e-493d-40d0-bc8f-a45878122617,,"Sample - Routine, regular",Water,Surface water,,,,USGS - Florida Water Science Center,,,,,,,,,,,,,2017-06-22,09:30:00,EDT,,,,,,,,,,,,50,USDOI/USGS,Point sample,,Point / Grab: Point sample,"US DH-81, Teflon cap and nozzle",,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Salinity,"Salinity, water, unfiltered",,,Unfiltered,,,,,,,,,,,,,,,,,,,0c61b174-3597-4563-b1b3-2ba35961a11d,41,ppth,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-01-16,00480,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-250802081035500,"EAST SIDE CREEK NEAR LAKE INGRAHAM, FL",Stream,,Florida,United States of America,Monroe County,US,FL,,03090203,,,,25.1369694444444,-81.0643805555556,NAD83,25.1369694444444,-81.0643805555556,NAD83,,2346e6c9-311e-4724-ab4e-65e7310db57c,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2015-09-03,11:30:00,EDT,,,,,,,,,,,,50,USDOI/USGS,Point sample,,Point / Grab: Point sample,Weighted bottle,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Salinity,"Salinity, water, unfiltered",,,Unfiltered,,,,,,,,,,,,,,,,,,,e435efac-210b-428d-aa3a-1fdf81f8f505,36,ppth,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-01-15,00480,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-251816080232200,"CARD SOUND CANAL NEAR HOMESTEAD, FL",Canal,,Florida,United States of America,Miami-Dade County,US,FL,,03090202,,,,25.305,-80.3897222222222,NAD83,25.305,-80.3897222222222,NAD83,,06af42e7-3e43-4bff-bd33-413f3eb80bac,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,A-0270102 RUSH Salinity may be a factor for low level analysis: 22.98 ppt (EPA Holding Times.) L-0270102 RUSH,,,,,,,,,,,,2011-01-26,10:08:00,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Salinity,"Salinity, water, unfiltered",,,Unfiltered,,,,,,,,,,,,,,,,,,,13847472-a432-4f7d-b6f4-c140285a3249,23,ppth,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-01-16,00480,
USGS,U.S. Geological Survey,"[""USGS"",""100FT""]",,,,,,USGS-253047080555600,UPSTREAM BROAD RIVER NEAR EVERGLADES CITY FL,Stream,,Florida,United States of America,Monroe County,US,FL,,03090202,030902021300,,,25.5012916666667,-80.9322222222222,NAD83,25.5012916666667,-80.9322222222222,NAD83,,c89a7a82-8728-4008-9598-e9dab59e9262,,"Sample - Routine, regular",Water,Surface water,,,,USGS - Florida Water Science Center,,,,,,,,,,,,,2017-08-15,13:30:00,EDT,,,,,,,,,,,,50,USDOI/USGS,Point sample,,Point / Grab: Point sample,Other,,,,,,,,,,,,,Not applicable,Not applicable,,,,,,Salinity,"Salinity, water, unfiltered",,,Unfiltered,,,,,,,,,,,,,,,,,,,6abda9b4-52d4-4c85-8985-3f792aca4f96,0.2,ppth,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-01-15,00480,
USGS,U.S. Geological Survey,"[""USGS"",""2250DB300""]",,,,,,USGS-254154080213701,G  -3912,Well,,Florida,United States of America,Miami-Dade County,US,FL,,03090202,,,,25.6985138888889,-80.3604722222222,NAD83,25.6985138888889,-80.3604722222222,NAD83,,9ce1175f-6f94-44cc-991b-71d1b41a2813,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2010-07-27,11:00:00,EDT,,,,80.0,ft,,,,,,,4040,USDOI/USGS,Positive-pressure pumping,,Pump - positive displacement: Positive-pressure pumping,Gear pump,,,,,,,,,,,,,Not applicable,Not applicable,,,,,,Salinity,"Salinity, water, unfiltered",,,Unfiltered,,,,,,,,,,,,,,,,,,,f0cb51a1-f4e9-49be-87ed-ba87e5719040,0.3,ppth,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-01-15,00480,
USGS,U.S. Geological Survey,"[""USGS"",""ATQ09""]",,,,,,USGS-251115081075800,"RAULERSON BROTHERS CANAL AT CAPE SABLE, FL",Stream,,Florida,United States of America,Monroe County,US,FL,,03090203,,,,25.187652777777778,-81.13277777777778,NAD83,25.187652777777778,-81.13277777777778,NAD83,,5cb1a6e7-a47a-42b5-bb25-48bfae478ced,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2012-08-15,11:08:00,EDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Not applicable,,,,,,Salinity,"Salinity, water, unfiltered",,,Unfiltered,,,,,,,,,,,,,,,,,,,5a426011-3027-497c-af0a-9d61a6aac6e0,35,ppth,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-02-27,00480,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-252820080505401,MO  - 215,Well,,Florida,United States of America,Miami-Dade County,US,FL,,03090202,030902021300,,,25.4722222222222,-80.8483333333333,NAD83,25.4722222222222,-80.8483333333333,NAD83,,b2ea57b0-5912-4638-809b-8bf364449c84,,"Sample - Routine, regular",Water,Groundwater,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2016-05-25,15:06:00,EDT,,,,,,,,,,,,50,USDOI/USGS,Point sample,,Point / Grab: Point sample,Other,,,,,,,,,,,,,Not applicable,Not applicable,,,,,,Salinity,"Salinity, water, unfiltered",,,Unfiltered,,,,,,,,,,,,,,,,,,,3b421808-a78e-4142-bb23-3754ff5f92b4,0.7,ppth,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-01-16,00480,
USGS,U.S. Geological Survey,"[""USGS"",""100FT""]",,,,,,USGS-251032080473400,"ALLIGATOR CREEK NEAR GARFIELD BIGHT, FL",Stream,,Florida,United States of America,Miami-Dade County,US,FL,,03090202,030902021400,,,25.1755555555556,-80.7927777777778,NAD83,25.1755555555556,-80.7927777777778,NAD83,,9f964806-acac-4b6e-89a0-92a25c9c2534,,"Sample - Routine, regular",Water,Surface water,,,,USGS - Florida Water Science Center,,,,,,,,,,,,,2022-01-31,11:47:00,EST,,,,,,,,,,,,50,USDOI/USGS,Point sample,,Point / Grab: Point sample,Other,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Salinity,"Salinity, water, unfiltered",,,Unfiltered,,,,,,,,,,,,,,,,,,,1c710f10-4334-49f2-9774-03ebc99740f2,20,ppth,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-01-16,00480,
USGS,U.S. Geological Survey,"[""USGS"",""0000100FT""]",,,,,,USGS-252820080505401,MO  - 215,Well,,Florida,United States of America,Miami-Dade County,US,FL,,03090202,030902021300,,,25.4722222222222,-80.8483333333333,NAD83,25.4722222222222,-80.8483333333333,NAD83,,a10ad948-e4ae-49cb-9390-608377f7e986,,"Sample - Routine, regular",Water,Groundwater,,,,USGS - Florida Water Science Center,,,,,,,,,,,,,2022-02-16,15:10:00,EST,,,,,,,,,,,,4040,USDOI/USGS,Positive-pressure pumping,,Pump - positive displacement: Positive-pressure pumping,"Submersible positive-pressure pump, generic",,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Salinity,"Salinity, water, unfiltered",,,Unfiltered,,,,,,,,,,,,,,,,,,,bd72dc44-ec86-4c80-8d79-dd96946112e7,0.6,ppth,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-01-15,00480,
USGS,U.S. Geological Survey,"[""USGS"",""0000100FT""]",,,,,,USGS-251032080473400,"ALLIGATOR CREEK NEAR GARFIELD BIGHT, FL",Stream,,Florida,United States of America,Miami-Dade County,US,FL,,03090202,030902021400,,,25.1755555555556,-80.7927777777778,NAD83,25.1755555555556,-80.7927777777778,NAD83,,ea018d9a-dbac-457a-af0c-f9ee91eba8ad,,"Sample - Routine, regular",Water,Surface water,,,,USGS - Florida Water Science Center,,,,,,,,,,,,,2023-03-01,17:25:00,EST,,,,,,,,,,,,50,USDOI/USGS,Point sample,,Point / Grab: Point sample,Other,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Salinity,"Salinity, water, unfiltered",,,Unfiltered,,,,,,,,,,,,,,,,,,,f0ce31ff-4c1d-4982-b647-38a45da17fef,28,ppth,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-01-15,00480,
USGS,U.S. Geological Survey,"[""USGS"",""CTF06""]",,,,,,USGS-251032080473400,"ALLIGATOR CREEK NEAR GARFIELD BIGHT, FL",Stream,,Florida,United States of America,Miami-Dade County,US,FL,,03090202,030902021400,,,25.1755555555556,-80.7927777777778,NAD83,25.1755555555556,-80.7927777777778,NAD83,,58f5cb8e-68ed-4c77-af39-f68ce24b5e2b,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,Bottom Profile Reading,,,,,,,,,,,,2012-02-08,12:56:00,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Tidal action,,,,,,Salinity,"Salinity, water, unfiltered",,,Unfiltered,,,,,,,,,,,,,,,,,,,eaf78d1c-1a33-47e6-a825-694b8c5f3bcb,38,ppth,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-01-15,00480,
USGS,U.S. Geological Survey,"[""USGS"",""0000100FT""]",,,,,,USGS-251203080480600,"WEST LAKE OUTLET TO LONG LAKE NEAR FLAMINGO, FL",Stream,,Florida,United States of America,Miami-Dade County,US,FL,,03090202,030902021400,,,25.2007222222222,-80.8016111111111,NAD83,25.2007222222222,-80.8016111111111,NAD83,,9fbaaae9-0493-463a-a9cf-5616b8167c4a,,"Sample - Routine, regular",Water,Surface water,,,,USGS - Florida Water Science Center,,,,,,,,,,,,,2021-06-16,11:46:00,EDT,,,,,,,,,,,,50,USDOI/USGS,Point sample,,Point / Grab: Point sample,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Salinity,"Salinity, water, unfiltered",,,Unfiltered,,,,,,,,,,,,,,,,,,,d9067e42-f4ff-4bee-acb2-e58708ea06ed,27,ppth,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-01-15,00480,
USGS,U.S. Geological Survey,"[""USGS"",""0000100FT""]",,,,,,USGS-253644081013001,MO  - 214,Well,,Florida,United States of America,Monroe County,US,FL,,03090202,030902021300,,,25.6122444444444,-81.02525,NAD83,25.6122444444444,-81.02525,NAD83,,d845085a-94ca-426a-bc79-77f0b3b9a7ce,,"Sample - Routine, regular",Water,Groundwater,,,,USGS - Florida Water Science Center,,,,,,,,,,,,,2020-06-05,11:33:00,EDT,,,,,,,,,,,,4040,USDOI/USGS,Positive-pressure pumping,,Pump - positive displacement: Positive-pressure pumping,Centrifugal pump,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Salinity,"Salinity, water, unfiltered",,,Unfiltered,,,,,,,,,,,,,,,,,,,14a523d7-f861-4ccf-9e16-9954d6e6d6f4,6.0,ppth,,Accepted,,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-01-15,00480,
